title,content
Müşteri Mağduriyeti Beko Markasının İlgisizliği!,2018 yılında Beko mağazasından bulaşık makinesi aldım. O günden sonra sürekli servisle uğraşmak zorunda kaldım. Bulaşık makinesi kapağı yerinden çıkıyor servis geliyor parça değişimi yapacak 1 aydan uzun süre parça geliyor. Bulaşık makinesi güzel yıkamıyor tablet sıkıntılı diyorlar. Bulaşık makinesi kapağı hala ses geliyor kapanmıyor Servis geliyor zemin düzgün değil ondan kapağı kapanmıyor diyor. Sepeti paslanmış servis geliyor parça değişimi yapacak 20 gün sonra geliyor birini değiştiriyor birisi yanlış gelmiş tekrardan sipariş vereceğiz diyor. Beko'dan hiç memnun değilim bir daha da asla Beko markasını kullanmayacağım.
Beko Android TV Kumanda Arızası,Kumandamız takılı kaldı ekrana sadece kapat işareti çıkıyor ve pil takınca kapanıyor TV kumanda ışıkları yanıp sönüyor sürekli lütfen acil yardım pili çıkarınca kapanmıyor takıyoruz açıyoruz kapat yazıyor 2 gündür durum bu.
Beko Çamaşır Makinesi Arızası,Beko wd 964 yk modeli çamaşır makinem arızalandı. Çağrı merkezini aradım ve beni ikamet ettiğim İzmir- Seferihisar Arçelik ® /Beko servisi'ne yönlendirdiler. Servis elemanı geldi makineyi kontrol etti bu arada sürekli telefonla birileri ile görüşerek arızanın ana kartta olduğunu ayrıca şu seviye sensörünün de arızalı olduğunu her ikisinde değişmesi gerektiğini söyledi bu arada çamaşır makinesini çekerken şu giriş hortumunu kırdı. Toplam ücretin 1075 TL olduğunu kırılan hortumun ise ücretsiz yenileneceğini söyledi. Ben oğlumla konuşup kararımı bildireceğimi söyledim. Ertesi gün (oğlum ile görüştükten sonra) kart değişimini kabul ettiğimi gelip tamir edilmesini Seferihisar da bulunan servise bizzat giderek söyledim. Bu konuşmalar yılbaşından önce idi servis çalışanı bayan depo sayımlarının olduğunu parçanın yılbaşından sonra gelebileceğini söyledi bende acelem olmadığın bende emekli öğretmen olduğumu zaten ücretini aybaşında maaşımı alınca ödeyeceğimi söyledi oda bunu not aldığını söyledi. Fakat ertesi gün arayarak parçanın geldiğini değiştireceklerini söyledi bende kabul ettim. Bu sefer gelen elemen farklı idi (bu arada elemanların ikisininde ismi bende saklı) bu sefer gelen eleman kartı değiştirdi fakat motorun da değişmesi gerektiğini söyledi genellikle kart la motorun birlikte değiştiğini söyledi. Neden diğer servis elemanının bunu söylemediğini sorduğumda kaçamak yanıtlar verdi. Ayrıca şu sensörünün sağlam olduğunu değişmesine gerek olmadığını söyledi bu arada servisle görüşerek ellerinde motor'un mevcut olduğunu toplam yaklaşık 3 400 TL olduğunu söyledi.Ben bunun neden önce söylenmediği emekli öğretmen olduğumu bu ücretin yüksek olduğunu önceden bu maliyet söylense başka çözümler bulacağımı söyledim. Eleman servisle görüştükten sonra taktiği parçayı soktu çıkardığı parçayı (kartı) taktı fakat takarken bir tarafını kırdı ücretsiz değiştireceği şu hortumunu ile 150 TL servis ücretini aldı eğer daha sonra tamiratın yapılması halinde bu paranın toplamdan düşüleceğini söyleyerek gitti. Şayet yetkili servise güvenemeyeceksek ilk elemanın söylediğini diğeri onaylamıyorsa hataların faturasını hep biz mi ödeyeceğiz? Güvenilir bir servisin gelip makineye bakmasını ve zararımın tazmin edilmesini istiyorum.
Beko Firması Ürünün Arkasında Durmuyor,Beko firmasından bütün ürünlerimi ek garanti yaptım Beko bulaşık makinemin iç taraflarında paslanma vardı. Yetkili servisi çağırdım yenilensin diye ama bulaşık makinesinin iç taraf paslanmasının kullanıcı hatası olarak söylendi. Bu paslanmaların yani kısacası tablet kullanmama rağmen temiz bakmama rağmen bu makine su ile temizliyor. İç tarafta olan paslanma nasıl olur da kullanıcı hatası diyebilirsiniz? Parçaların ücretli olduğunu yani kısacası ek garanti yapmayın özellik le Beko firmasıyla gönderdiği teknik elemanda telefonda bağırıyor bu saatlerde müsait olamayız diyor geldiğinde içeride benimle münakaşaya giriyor. Hiçbir şekilde firma ve elamanlarının tavrından memnun kalmadım. Bir daha ailem dair hiç kimseye Beko marka önermeyeceğim. Çünkü öteki firmalar bu konuda daha duyarlı.
Beko Yazarkasa Pos Sürekli Arıza Çıkarıyor!,Beko yazarkasa posum sürekli arıza çıkarmakta. Defalarca servisle görüştüm yerine dahi götürdüm ancak arkadaşlar lakayıt bir şekilde makinenin bir sorunu olmadığını söylüyorlar ama ücret talep ediyorlar. Kartal Beko yetkili servisteki özellikle C** isimli arkadaş makinede bir problem olmadığını söyleyip 480 TL istedi. Problemin ne olduğuyla alakalı sorduğumuzda istedikleri rakamdan vazgeçiyorlar ya da makineyi bırakın 4 gün sonra alın vs gibi şeyler söylüyorlar. Benim işletmem bir eczane. 4 gün bir hafta satış mı yapmayacağım? Diye sorduğumda yine aynı lakayıtlıkla herkes birbirine yönlendiriyor. Ortada sonuç yok. Sorunumun bir an önce giderilmesini talep ediyorum.
Beko Durduğu Yerde Bozulan Tv,5 yol ince 7. Küsüre aldığım TV şu anda bozuldu sürekli TV izlemeyiz coğu zaman kapalıdır bile bu kadar büyük paralar verip insanları mağdur etmenin anlamı nedir? Durduk yere hiçbir problem yokken kendiliğinden bozulan TV yapmışsınız. Böyle iş mi olur? 13.000 takipçim var hepsine tek tek yazacağım. Bu konuda mağduriyetimi derhal giderin.
Beko Makine Köpüklendi Ve Su Geliyor,Her zaman koyduğum kadar deterjan koydum köpüklendi dışarıya kadar su taştı aldığımdan beri gerçekten sıkıntısı bitmedi. Daha önce de servis çağırdık değişim talep ettik değişimi kabul etmediler su veriyor şu an da yardımcı olursanız zahmet olacak ama sevineceğim.
Beko Yeni Aldığım Televizyon Defolu Çıktı,30 Kasım 2022de aldığım TV ve ekran koruyucu. 2 Aralık'ta kurulum yapıldı. Bir saniye bile koruyucu camsız kullanılmadı. Sıfır ürün olduğu için detaylı inceleme gereği duymadım. 3 hafta aradan geçti TV'nin tozunu alayım derken sürtünmeden dolayı küçük bir çizgi fark ettim. 27 Aralık'ta servis gelip baktı 2 3 resim çekip gitti. Bir hafta geçtikten sonra hiçbir açıklama yapmadan kullanıcı hatası deyip konuyu kapattılar. İtiraz edip müşteri hizmetlerinden tekrar randevu aldım. 4 ocakta saat 14.16 arası randevu verildi. Fakat randevuya gelinmeden eski rapor üzerinden kullanıcı hatası mesajı yollandı. TV'de ve koruyucu ekranda zerre olsun darbe yok. Nasıl korucu ekranda veya başka yerde darbe olmadan TV'de çizilme olur. Gereğinin yapılmasını rica ediyorum. Ne müşteri hizmetlerimden ne de yetkili servisten yetkili kimseye ulaşıp derdimi anlatamıyorum. Buradanda bir çözüm bulamazsam CİMER ®'e ve Tüketici Hakem Heyeti ®'ne başvurmak zorunda kalacağım. Mağdurum mağduriyetimin çözülmesini rica ediyorum.
Beko İnternete Bağlantı Sıkıntısı,Maalesef Beko TV bir türlü internete bağlanmıyor. Defalarca modem üzerinden ve telefon üzerinden ne kadar denesem sonuç alamadım. Bu TV yi aldığıma bin pişmanım. Bu sorunu nasıl çözebilirim acaba Beko yetkili servis yardımcı olabilir mi? Daha önce böyle bir sorunla karşılaşan oldu mu?
Beko Yetkili Servis Tamir Oyunu!,Servis çağırdım kapaktaki mandalı değiştirmek için mandal fiyat 20. TL'lik bir şey lakin yazdırdığım servis direk gelip kazana bakmış ve kazan değişmesi gerekiyor rulman bozuk kazanı değiştirecekler ben kapak mandalı için çağırdım kazan değişecek demişler kapak mandalı için gelenler hiç oralı olmadan 200 TL servis ücreti alıp gitmişler. Benim bütün ürünlerim Beko bu yapılan oyundan sonra almam artık.
Beko Çamaşır Kurutma Makinesi Sorunu,Beko marka çamaşır kurutma makinemiz 1 ay önce kurutma hatası vermeye başladı ve servis 3 defa makineyi tamire götürmesine rağmen hala daha düzelmedi geldiğimiz noktada garantisi devam etmesine rağmen ne değişim yapıyorlar ne de servis tamir edebiliyor yetmiyor servis çamaşırlarınızı getirin burada kurutalım diye dalga geçiyor belki bu kanaldan şikayetimize cevap bulabiliriz diye yazıyorum ilgililer de tam cevap veremiyor servis durumu çok kötü yetkili yerlere davamızı da açacağız 1 aydır çamaşırlarımız kötü oldu bununla ilgili video da çekip gönderdik bu arada ama hala sorunu çözebilecek bir ustaları teknisyenleri yok o kadar para veriyorsunuz ama çözüm yok.
Beko Crystal TV 55 İnc Mavi Ekran Mağduriyeti,Beko Crystal TV 55 inç mavi ekran. Yazıklar olsun. TV'min LED'lerini ücretsiz değiştirene kadar size hep yazacağım etrafıma da bana yaşattığınız mağduriyeti anlatacağım. Balıkesir de yerel bir gazetem var aktif kurumsal kişisel sosyal medya hesaplarımdan da yayınlayacağım. Çin malı satılan ucuz LED'lerin bile 10 bin saat garantisi var. Etrafımdaki tüm iş insanlarına sizi yaşattığınız mağduriyeti hep dillendireceğim. Bu yaşadığım haklı devamı sürdüreceğim.
Beko TV'de Oluşan Renkler,Beko b50 b880 b modelinde televizyonum var bu ayın 21in de 1 sene olacak kendi servisi gelip kurdu ve aynı şekilde kurulduğu yerde duruyor şöyle bir sorunum var televizyonun ekranında renkli renkli çizgiler çıkmaya başladı değişim talep ediyorum kabul edilmiyor tamire gidip panel değişecek diyorlar ben de bunu istemiyorum ben değişim talep ediyorum değişim olmadığı zaman gerekli mercilere şikayette bulunacağım
Beko Yetkili Servis Sorumsuzluğu!,Beko Servisi çok kötü. Yaklaşık 1.5 senedir bulaşık makinesi arızalı fakat arıza nedeni belli değil. Olduğum ilçede bayiye gidip arızayı bildiriyorum eve ® gelip bakıyorlar fakat hiçbir şey yapmıyorlar ve bilmiyorlar. Makineyi bayiye alıp getirdiler hiçbir şey yapılmadan geri geldi. Makine hala aynı şekilde arızalı. Beko müşteri hizmetlerini arayıp birçok kez bildirdim bulaşık makinesi yapılmıyorsa aynı marka ve makinenin eş değerinde bir makine göndermelerini rica ettim. Fakat her seferinde sorun çözülmeyip aksatılıyor beni mağdur ediyorsunuz.
Beko Klima Arızası Yapamıyorlar,Beko klima aldım 7 ay oldu taktıralı toplam da 10 gün kullanamadım en az 6 kere arıza kaydı açtılar ve hala çalışmıyor servis geliyor yaptık diyorlar ertesi gün yine arıza veriyor değişimini ya da iadesini istedik sadece tamirini yapabileceklerini söylüyorlar gerçekten müşteri memnuniyeti diye bir şey kalmamış Arçelik ® Beko kalitesi yerlerde.
Beko Buzdolabı Sesli Çalışıyor,Beko buzdolabı aldık bir yıl önce dolap ® aşiri derecede sesli çalışıyor her an bozulacakmış gibi birkaç sefer servis çağırdık bir kez ses yalıtımı yapıldı onunda hiçbir faydası olmadı. Şimdi de koku yapıyor dolaptan hiçbir şekilde memnun kalmadık sorunumuz çözülemedi.
Beko Bulaşık Makinesi Sepeti,2014 yılında Beko d 6001 es model bulaşık makinesi aldım. Bulaşık makinesi sepetleri son bir yıl içinde çeşitli noktalardan soyulup paslanmaya başladı. Alt ve üst sepetlerde bulaşık dizilen bölümlerde kırılmalar oldu. Mevcut durum kronik dendiği içinde sepeti değiştirmeye korkuyorum. Farklı marka bulaşık makinelerini de deneyimlemiş biri olarak mevcut durumun olması Beko'ya yakışmıyor.
Beko Buzdolabı Arıza Sorun Çözülememesi!,Beko'dan aldığım buzdolabı arıza yaptı. Servis çağırdım. Gelen arkadaşlar motorun bozulduğunu söylediler. Ben dolabın daha yeni olduğunu garantisini devam ettiğini söyledim. Yenisi ile değişimini istedim. Kabul etmediler ve motoru değiştirdiler. Dolap ® sesli çalışmaya başladı yine gösterge panelinde hata gösterdi. Tekrar servis çağırdım. Bir sorun yok dediler. Yine hata verdi. Tekrar servis çağırdım. Dolabın buzlandığını 2 gün dinlenmesi gerektiğini söylediler. 2 gün dolap dinlendi sonra fişi taktık 1 kaç gün sonra tekrardan ürünleri dondurmaya başladı motor sesli çalışmaya kendi kendine kapanıp açılmaya hata göstermeye devam etti tekrardan servis çağırdık. Bir çözüm sunmadılar. Bu zaman zarfında çöpe attım ürünler geçtim dolaba ürün koyamıyorum Beko'ya olan bir güvenim kalmadı. Yasal yollara başvuracağım.
Beko Marka Çamaşır Makinesi Paslanıyor,Beko çamaşır makinesi bir senedir durduğu yerde paslanıyor. Bunu servise annemler belirttiğin de ise banyo nemli ortam olur demişler. Tamamda çamaşır makinesini yatak odasına koyacak halimiz yoktu. Sitede kimse de bu durum yokken ve banyo kullanılmaz iken kapısı sürekli açık iken nasıl olabilir ürününün arkasında durmaması çürümesi olağan bir durum mu?
Beko 4K TV LED Sorunu,Beko'dan 2019 ocak ayında 4K Netflix ® B49L 8860 5S TV aldım. 4 senede LED'lerde sorun mu olur mu ya. Televizyonunun ledleri ara ara gidip geliyor 3 yıl garanti veriliyor garantisi bitti deyip işin içinden çıkıyorlar konuyla ilgili yardımcı olurlarsa çok sevinirim.
Beko Çamaşır Makinesi Değişim İstiyorum,Beko 9122 pr mg çamaşır makinem yıkarken içinde bir şey varmış gibi ses çıkarıyor kıyafetleri deliyor ve temiz yıkamıyor birkaç kez de açma kapama düğmesine bastığım halde açılmadı. Fişi çıkarıp tekrar açtığım zaman çalıştı. 2 kez servis çağırdık ama değişim istiyorum artık alalı 2 ay oldu daha.
Beko Arızalı Ürün Garanti Problemi,Beko marka buzdolabım 2 yılın sonunda arıza verdi servis çağırdım yapılan kontrollerde ürünümün garanti kapsamında yenisi ile değişeceği söylendi. Bende farklı bir ürün ile değiştirmem durumunda gelecek ürünün nasıl bir garanti şartlarında olacağını sordum. Müşteri temsilcisi arkadaş da aynı ürün olsaydı kalan garantisinden devam edeceğini ancak fiyat farkı ödeyerek alacağım ürünün sıfırdan 3 yıl garanti ile geleceğini ayrıca 2 yıl ek garantim olduğunu bundan dolayı gelecek ürünün 5 yıl garantisi olacağını beyan etti. Bende bu koşullarda aynı ürünü istemediğimi daha büyük bir ürün almak istediğimi söyledim.Aralarında oluşacak fiyat farkını da ödeyeceğimi kabul ettim ve ödemesini yaptım. 2gün sonra müşteri temsilcisi ile yaptığım görüşmede fiyat farkı ödeyerek aldığım ürünün arızalı olan eski ürünüm kalan garantisi kadar garantisinin olacağı bilgisi verildi. Bende bana bu şekilde bilgi verilseydi aynı üründen ücret ödemeden alacağımı ancak bu şekilde bir garanti bilgisi verildiğinden ürünü değiştirdiğimi beyan ettim.Şikayet kaydı oluşturuldu ve tarafıma dönüş yapıldı bir bayan temsilci tarafından bana böyle bir bilginin verilmesinin mümkün olmadığını görüşme kayıtlarını incelediklerini söyledi. Bende ısrarla kendime bu bilginin verildiğini söyledim. Tekrardan şikayet kaydı oluşturdu. 1 gün sonrasında bir bayan temsilci daha arayarak  evet arkadaşımız yanlış bilgi vermiş kayıtları inceledik biz gerekli uyarıları yaptık. Mağduriyetinizin farkındayız şeklinde görüşme yaptık sonuç olarak mağdur edildiğim garanti konusu hakkında herhangi bir çalışma yapılmadan görüşmemiz sona erdi. Şikayetime herhangi bir çözüm sağlanmadı. Maalesef bu durumdan dolayı mağdur oldum. Beko ürün alacakların bu yazdıklarıma dikkat etmelerini istiyorum.
Beko'dan Beyaz Eşya Aldım Cihazı 2 Hafta Oldu Hala Kuruluma Gelmediler,Beko marka kurutma makinesi satın aldım. 2 hafta oldu hala kurulumum gerçekleşmedi. Çamaşır makinesi üstüne kurulacak olarak fatura kestirdim iki makine arası aparatı servisin vermesi gerekiyorken bana git dışarıdan al dedi cihazın ilk taksitini ödememe rağmen hala kullanamıyorum servis geleceğim dediği gün gelmedi. 3 gündür ise gidemiyorum gelecekler diye makineyi iade alın diyorum almıyorlar. Müşteri hizmetleri sürekli servis kaydı oluşturup şikayet kaydı alıyor ne Beko merkezden ne servisinden arayan var. Makine öyle evde duruyor makine bize bakıyor biz makineye böyle kötü bir servis ağı görmedim bir daha asla Beko Arçelik ® önünden dahi geçmem. Sorunum da hala çözülmedi Hakem Heyeti'ne başvuruda bulundum bekliyorum.
Beko Klima Çalışmıyor Sürekli Bozuluyor,Beko' dan 6 ay önce 30725a model klima aldım. Klimayı aldığımdan beri düzgün kullanamıyorum. Sürekli bozuluyor servisi arıyorum servis gelip gazı bitmiş diyor gaz dolduruyor bir müddet sonra yine aynı sorunu yaşıyorum. Şu zamana kadar servis 2 kere geldi ve gaz doldurdu bu hafta 3. Kez yine aynı sorunu yaşamaya başladım. Bunuz üzerine yine Beko servisi aradım. Ama bir türlü randevu aldığım saat ve günde servis gelmedi. Sürekli arayıp bugün gelemeyeceklerini söylediler ve randevuyu ertelediler. İşten izin aldığımla kaldım eve ® servis gelecek diye. Şimdi bekliyorum bakalım ne olacak yine gelip gaz doldurup gidecekler mi acaba?
Beko Marka Fırın Şikayeti,Sorun Beko fırın! Evlenirken Beko mağazasına gidip tüm elektronik eşyalarımı aldım. Fırın arızalı çıktı. Değiştirildi. Tekrar aynı ürün geldi tekrar aynı arızayla karşılaştık. Tekrar değiştirildi. 3. Kez gelen fırında aynı şekilde arızalı çıktı. Şimdi 4. Kez aynı ürünle değişim teklif ediyorlar dalga geçer gibi eğer başka bir ürün isterseniz fiyat farkı ödersiniz diyorlar. Sitelerine baktığımızda ürünü bulamıyoruz üretimden kaldırılmış. Asla ve asla öneri de bulunmuyorum. Marka hatalı ürününün arkasında durmuyor.Hem 3 aydır mağdur ediliyorum fırınımda bir şey pişiremiyorum hem sıfır aldığım ürün hatalı çıkıyor değişim sağlamıyorlar üzerine bir de para istiyorlar. Bu kadar kötü bir marka görmedim sıradan kıyafet markaları bile hatalı ürünü sorgusuz kabul ederken dünya markası diye ürün aldığımız Beko maalesef bizi tam 3 aydır uğraştırıyor. Fabrika ® hatalı ürün tam 3 kez geldi evime!
Beko Buzdolabı Arızası Parça Temin Edememe,Beko buzdolabımız elektrik kesintisi sonrası kartı yanmış soğutmadı servis çağırdık kartları isteyecekleri söylediler yıl sonuna geldiğimiz için depodan gönderim olmuyormuş bir haftadır buzdolabımızı kullanamıyoruz dolardaki ve dondurucudaki her şeyi çöpe attık hala da atmaktayız neyi nasıl muhafaza edeceğimizi şaşırdık sürekli arayıp duruyorlar ama bir çözüm yok sürekli bekliyoruz diyorlar sayımınız bizi ilgilendirmez daha bana haftaya kargoya verilecek diyorlar 15 den fazla oluyor resmen dalga geçiyorlar emanet dolap ® gönderelim diyorlar napayım ben fazladan evde buzdolabını koyacak yer yok dolabı gönderene kadar lazım olan parçayı gönderin iyi marka diye tercih etmiştik ama değilmiş ilk arıza da anlaşıldı.
Beko Yetkili Servis İşini Yapmıyor Müşteriyi Oyalıyor,Beko BM 3043 bulaşık makinem 4-5 kullanımdan sonra çalışmadı. 20 Aralık'ta Servisi çağırdık. Ana kartı yandığı için makine değişecek bunun yeni makinelerde normal olduğunu söylediler. 1 hafta içinde yeni makine gelir dediler. 1 hafta geçti servisi aradım yılbaşı sayımı için sevkiyatları durdurduklarını söylüyorlar. Bize haber veren yok. 30 Aralıkta bana makinenin servise teslim edileceğine dair bir mesaj geldi. 31 aralıkta makinenin servise yine teslim edileceğine dair bir mesaj daha geldi. Madem yıl sonu sayımı var. Neyin sevkiyatı bu. Göz göre göre beni yanıltıyor. 3 ocakta tekrar aradım. R** y*** diye biri makinenin serviste olduğunu benimle bu hafta iletişime geçeceklerini söyledi. Ben ne zaman iletişime geçecekler diye tekrar tekrar sorduğumda bana bu hafta diye aynı otomatik cevabı iletti. Bugün tekrar aradım. Yine r*** y*** açtı telefonu. Ben benimle iletişime geçilmiyor diye sitem ettiğimde bana notunu aldığını ilgili birime ilettiğini işlem yaptığını söyledi. Yani illa telefonda bağırıp çağırmak mı lazım işlem yaptırmak için. Dün meramımı ilettiğimde gelecek gelecek dedi r**** Başka bir şey demedi. Şimdi işlem yapıyorum diyor. İvedilikle makinemin gelmesini istiyorum. 15 gün oldu. Yalan duymak istemiyorum.
Beko KM99B Kurutma Değil Yalan Makinesi,Beko KM99B kurutma makinesini satın aldım üründe iron Finish ® diye bir özellik olduğunu ve çamaşırları buharla ütülediğini iddia ediyorlar ancak ürün buhar yerine su püskürtüyor ve çamaşırları ıslatıyor. Bir çok kişi de aynı dertten yakınmış keşke almasaydım çok pişmanım. Ürünün iadesini talep ediyorum.
Beko Sipariş Ettiğim Ürün Bir Hafta Öncesi Var Dendi 1 Hafta Sonra Yok!,Beko Esenler yetkili servis aramızdaki bir su ısıtıcı sorunu yüzünden sipariş ettiğim ürünü yıl sonu bahanesiyle yok deyip satmadı ki bir hafta öncesi elimizde mevcut geldiğinizde alırsınız denmişti tam bir fiyasko. Bilerek isteyerek elimizde yok dendiğini düşünüyorum.
Beko Beyaz Eşya Pişmanlıktır,Mart 2022 'de Beko'dan evimizin bütün beyaz eşyalarını aldık. 1 hafta önce kullanmaya başlayacaktık ama hüsranla karşılaştık . buzdolabının fişini taktık çalışmıyor. Bulaşık makinesinin tablet koyma yeri bozuk 1 kere bile kullanmadık. Servisi arıyoruz herhangi bir çözüm yok daha bütün bantları falan hepsi duruyor ama hala çözüm yok. Parça gelecek bilmem ne gelecek.
Beko Sorun Playstore Sorunu,Beko marka Android sistem TV aldım fakat Google Play store ® yok. Google Play store'yi nasıl getirebilirim. Apk ile uygulama indireyim diyorum ayarlar kısmında Android le ilgili bir şey olmadığı için zararlı içerik yükleme engeli ile karşılıyorum. Yani TV'nin Android olması hiçbir ise yaramıyor.
Beko Servis Ücreti Fahiş Fiyat Yüzde Yüz Zam,Servis ücreti garantili ürüne servis geliyor 300 lira servis ücreti isteniyor 300 lira vereceksem niye garantili yaptırıyorum. Yılbaşından önce 150 liraydı yüzde yüz neyin zam mı bu gelen hiçbir servis zaten makine hatası demiyorki hep kullanıcı hatası bu kadar zam insan yanıltmaktır.
Beko Ürün Montajı Ve Garanti Problemleri,Beko'dan aldığımız ankastre fırın ve aspiratör montajına gelen ekibin aspiratörün 65 cm mesafesinden yukarıda yeri olmaması ve ankastre fırınında sabitlenecek yeri olmaması sebebiyle hiçbir işlem yapmadılar. Normal bir tüketici bu kuralları nereden bilecek? Ayrıca kendiniz monte ederseniz garanti gider diyorlar fakat 2. Gelişe ücret yansır diyorlar. Nasıl bir iş bu? Resmen ücretiyle montaj için diretiyorlar. Ayrıca mesaj gelmiş montaj hizmeti yapılmıştır diye teknisyen tarafından onaylanmış. Hiçbir işlem yapılmadan montaj yapılmıştır fişi kesilmiş. İletişime geçip bu yanlışlığı düzeltiniz.
Beko Ocak Düğme Kırılma Ve Çatlama,"Beko'dan almış olduğum ocağın gözleri kendiliğinden çatlıyor garantisi olduğu halde eve ® çağırdım eve gelen servis garantisi dışı dendi ve aksesuar olan bir şey garantiye girmez dendi...
Buradan Beko'ya sesleniyorum satmış olduğunuz ürününüzün arkasında durun markaya güvenerekten ürün alıyoruz ve arıza gösteren her şeye garanti dışı diyemezsiniz. Malınızı satmak için 40 takla atarsınız. Ama iş kullanıma gelip çıkan arızada ise arkasında durmazsınız.
Garantim bitmeden onarım talep ediyorum yoksa gereken yere gereken müracaatı yapacağım."
Ayrancı Beko Servisi Tarafından Mağdur Edildik,Hoşdere Caddesi menevis sokak no:60/c adresinde bulunan Arçelik ®/Beko yetkili servisine çamaşır makinesi kapağının tutamağının değişmesi için kapağı söküp getirdik. Telefon ettiğimizde 55₺ ücreti olduğunu söylediler. Tutamak kapağını aldıktan sonra bizden önce on kapak+tutamak diyerek 405₺ talep ettiler. İtiraz edince de servis ücreti çıkıyor 255 TL diyerek bizden 255 TL ücret aldılar. Parçanın fiyatı 55 lira biz servis ücreti ödememek için servise kadar ayaklarımızla gittik ama yine servis ücretini aldılar bizden çok saçma. Tüketici Hakları'na şikayet edeceğim. Benden alınan 200₺'lik fazla tutarın iadesini talep ediyorum.
Beko Atölye Servis Kaç Gün Geçti,Beko süpürgemiz atölyeye alındı perşembe den beri her gün arıyorlar ürününüz bakımda kaç gündür bir süpürgeye bakılamadı bakımda olsa biterdi demek ki köşede duruyor aramayın bitince arayın sinirim bozuluyor sistemsel aramamış bu saçma sistemsel aramaya bir son verin.
Beko Ürünleri Pişmanlıktır!,2020 yılında Beko bayiinden 7371 df a++ Joker dikey dondurucuyu 2.90000 TL bedelle satın aldım. Yaklaşık bir yıl sonra dondurucu hata verdi ve ürünlerim çöp oldu. Servisi aradım geldiler önce kartını sonra buzluğun kapısını değiştirdiler olduğunu söylediler ama kısa sürede yine hata verdi ve yine ürünlerim çöp oldu. Bu sefer sıfır ürün adı altında yeni dondurucu getirip evime kurdular. Yaşadıklarımdan dolayı dondurucuyu hemen doldurmadım kullanmaya başladıktan 1 ay geçmeden sıfır ürün diye getirdikleri buzluk da bozuk çıktı yine ürünlerim çöp oldu. Kendilerine para iadesi istediğimi söylememe rağmen vermediler ve ürüne cihaz takıp takip ettiklerini atölyede test ettiklerini -20 derecede soğutma yaptığını bildirdiler. Ancak benim elimde videolar var buzluk kendi kendine kapanıp açılıyor ve +37 dereceyi bile ekranda gördük. Kendi kendine ayar değiştirip kapanan dondurucunun -20 derecede çalıştığı bildirilerek benim 4. Defa bu ürüne güvenmemi ve tekrar derin dondurucuyu doldurmamı bekleyen Beko...
Beko Buzdolabı Memnun Kalmadım,Ürünün bayiden aldım arka. Motorundan ara ara ses gelmekte ve bir de ürünüm henüz bir haftalık değiştirilmesini istiyorum mağaza da göründüğü gibi değil sizden ricam bana yardımcı olmanız çok küçük bir üst modelini almak istiyorum lütfen yardımcı olun.
Beko Bayii Mağduriyeti,19.12.2022 tarihinde buzdolabı çamaşır makinesi ve bulaşık makinesi aldığımız hasanoğulları Tuzla bayii 20.12.2022 yani 1 gün sonra bizi arayarak ING Bank ® kampanyası aracılığı ile ödeme yaptığımız 22bin TL'lik kısmın iptal edilmesi gerektiğini bir yanlışlık olduğunu söylemişlerdir. Yanlışlık kendilerinin ingbank taksitli alışveriş başvurusu esnasındaki hatasından dolayıdır yani mantıken beni alakadar etmemesi gerekmemektedir. İşlemi iptal etmemiz durumunda bankanın kampanyasından bir kere yararlandığımız için tekrar başvuru yapıp onay almamızın zor olduğu gayet açık olmasına rağmen ödemesini gerçekleştirdiğimiz satış iptal edilmiştir. Ki öyle de oldu ikinci başvuruda onay vermedi banka. Ve sonuç olarak 22bin tl borçlu çıkmış bulunduk. Mağduriyetimizi gidermek için olağan süreçler dışında hiçbir olur yol gösterilmemiştir ve 1 gün önce aldığımız buzdolabımızı iade etmek zorunda bırakılmışızdır.Tekrar tekrar bir şey yapılamaz mı bu hata bizimle ilgili değil sonuçta dememize rağmen bir sonuç alınamamıştır. 3 tane şubesi olan ve gayette köklü bir bayinin böylesine ekstrem bir durum karşısında müşterisini mağdur etmesi akla ve mantığa uymamıştır. “şimdiye dek böyle bir sorun yaşamamıştık” söylemlerinden de anladığımız üzere karşılaştıkları ilk problemde kendi çıkarları doğrultusunda ilerleyip müşterisini mağdur ettiklerini aynı tarz herhangi bir sorun karşısında yine aynı tutumu sergileyebileceklerini belirmek isterim.
