title,content
Arçelik Paslı Üründen Ücret İstiyor,Arçelik bulaşık makine alt sepeti paslandı. Benim küçük bebeğim var daha beş yıllık makine nasıl bu şekilde sağlığa zarar verecek durumda üretilebilir? en güvendiğimiz markanın bizi bu şekilde mağdur etmesi ne kadar doğru bir de ücret talep ediyorlar ürünün paslanmasın benim suçum mu?
Arçelik Kurutma Makinesi Yetkili Servis Problemi!,"Kurutma makinesi sürekli yeni arıza veriyor. Makine duruyordu 1600 TL ödedik tamir için makine geri geldiğinde daha farklı arızalarla geri geldi (aşırı terleme ve ses yapıyor). Tekrar götürdüler hiçbir şey yapmadan geri geldi fiş kablosunu kısaltmışlar neden ise anlam veremedik.
Şimdi hadi bir daha 850 TL verin yeniden yapacağız diyorlar."
Arçelik Bulaşık Makinesi Fiyasko,Garantisi devam etmekte olan Arçelik marka bulaşık makinem 4 ay önce arıza verdi. Ekranında ters e yazıyor ve çalışmıyor. Servis aldı tamam deyip getirdi defalarca. Ama arıza vermeye devam etti. Bizde servis çağırmaya devam ettik. En sonunda servis böyle bir sorunla ilk defa karşılaştıklarını ve sorunun ne olduğunu bilmediklerini söylediler. Değişim talep ettiklerini ama Arçelik fabrikasının kabul etmediğini ifade ettiler. Tüketici Hakem Heyeti ®'ne gitmemi tavsiye ettiler. Kaliteli ürün ve Servis hizmeti nedeni ile tercih ettiğim Arçelik markasının tam bir facia olduğunu da böylece öğrenmiş olduk. Netice itibari ile Arçelik marka ürün almamalıymışım. Şimdi de tavsiyelerine uyup Tüketici Hakem Heyeti'ne gideceğim.
Arçelik Gurme Çaycı Arızası,22 Şubat 2023 çarşamba günü Arçelik'ten almış olduğum gurme çaycıyı doğru düzgün kullanamadan kettle tarafından akıntı yapmaya başladı. 3 Mart 2023te servise verdim ve tamir edeceklerini söylediler. 1 hafta bekledim. 1 haftanın sonunda sadece kettle değişimi yapılarak akıntı yapıp yapmadığı kontrol edilmeden getirdiler. Evde kendim makineyi çalıştırmadan sadece su koyup denedim tekrar akıntı yaptığını gördüm ve gün içerisinde servis alıp tekrar götürdü. Servisten geldiğinde kapağında çizikler oluşmuş bunu da fotoğrafla müşteri hizmetlerine gönderdim. Ve bu şekilde kullanamayacağımı söyledim. Ürün servisten hem tamir olmadan geldi hem de üstünde çiziklerle geldi. Ben neden sıfır aldığım bir ürünü bu şekilde kullanayım? 13 Mart'ta aranıp değişim yapılacağını fabrikadan ürün beklediklerini bu hafta içi getireceklerini söylediler. Bekledim 17 Mart oldu hala gelen giden yok. Az önce müşteri hizmetlerini aradım değişimin onaylanmadığını söylediler. Siz insanlarla dalga mı geçiyorsunuz? Bir gün aranıp değişim yapılacak denip sonra olmadığını söylüyorsunuz. Ve ürünü alalı neredeyse 1 ay oldu hala kullanamadım. Ürün elimde yok. Arayan soran yok. Makine haftalardır gezdi dolaştı tamir olacak değişim olacak diye. Bana çizikleri kaldı. Lütfen gerekeni yapın ve mağduriyetimi giderin.
Arçelik Servis Çağırdım Dolabımı Kırıp Gitti!,Arçelik buzdolabımı alalı 15 ay oldu. Kapağın yönünü çevirmek için servis çağırdık. Uzun mücadele ve uğraşlar sonucu geldi. 4 saat uğraştıktan sonra olmuyor bu kapak bu yöne alışmış değişmez dedi ve eskisi gibi takıp gitti. Giderken kapağımın bağlama aparatlarını da kırdı. Yenisini getireceğim dedi fakat ne gelen var ne giden. Sıfır buzdolabım sanki ikinci elmiş gibi oldu. Arçelik servisi pişmanlıktır. Zamanımı emeğimi çaldı. Taksiti bitmeyen buzdolabımın parçalarını kırıp gitti. Şu an bilmiyorum buzdolabım eskisi gibi olur mu bir kez söktü taktı. İş bilmeyen insanları işe alan Arçelik'e hakkımı helal etmiyorum. Yazıklar olsun Arçelik!
Niğde Arçelik Mağazasının İhmalkarlığı Ve Evrakta Oynaması,Niğde Arçelik mağazasından 13 Mart 2023 tarihinde buzdolabı ve fırın aldık. Ürünü alırken bize kampanyalı ürün diyerek fırının hediyesi olan ütüyü verdiler. Fakat bir de buzdolabının hediyesi varmış. Bir de fırının hediyesi dedikleri ütüyü normal faturadaki fiyatından 250 TL fazla olarak söylediler. Biz bunları iki gün sonra fark ettik ve mağazaya gittiğimizde ürünlerin garanti belgesini vermediklerini ve faturayı da vermediklerini söyleyince aldığımız tarihten değil de farklı bir tarihten fatura vermeye çalıştılar ve ayrıca buzdolabı ile ilgili sorunu söylediğimiz zaman red ettiler. Bununla ilgili şikayette bulunacağımızı söylediğimizde istediğiniz yere şikayet edebilirsiniz diye bir tepki ile karşılaştık. Hem hakkımız olan hediyeden olmuş olduk hem de normal fiyatının üstünde bir fiyatla ürün satıldı hem de faturada ihmalsizlik yapıldı. Bu sorunla ilgili Niğde'deki şubelerinizi kontrol etmenizi ve mahrumiyetimizin çözülmesini rica ediyorum.
Arçelik Buzdolabı Ses Çıkarıyor,Niğde Arçelik mağazasından 3-4 gün önce buzdolabı ve fırın aldım fakat buzdolabı kesintisiz bir şekilde ses çıkarıyor. Bu ses aşırı derecede rahatsız edici yeni aldığımız halde kurulduğu andan itibaren bu şekilde bir ses çıkarıyor. Çalışmasında mı bir sorun var bilmiyorum.
Arçelik Kahve Makinesi Eksik Aparat!,Firmanın kendi bayisinden almış olduğumuz Arçelik telve 9961s modelli kahve makinemizin su haznesi kabını tutmaya yarayan kulpu içerisinden çıkmadı. Bayi ile iletişime geçtik fakat onlarda bizim söylediğimiz zaman farkına vardıklarını bildirdiler yenisini talep ettik dendi ama süreç ile ilgili durum ne olacak?
Arçelik İnoks Renk Ekmek Kızartma Makinesinde Renk Açılması,28.12.2022 tarihinde alınmış fatura no EPR2022000008352 Arçelik ek 6120 ı ekmek kızartma makinesinde İnoks renginde renk açılması ve leke leke olmaya başladı. Temizliğinde herhangi bir ağır kimyasal kullanmadığımı belirtmek istiyorum. Mağduriyetimin giderilmesini talep ediyorum.
Arçelik Servis Bir İşe Yaramıyor,08.03.2023'de bulaşık makinemin kapağının kapanmaması üzerine çağırdığım Trabzon Arçelik servis ürünün parçasının kırık olduğunu ve üretiminin yapılmadığını söyleyerek yeni makine almamı söyledi.İçime sinmediği için başka usta çağırdım o da parçanın kırık olmadığını kenardaki contayı hafif düzelterek tamirini sağladı. Ekstra ücret ödemek zorunda kaldım ve şikayetçiyim mağduriyetimin giderilmesini talep ediyorum
Arçelik Çamaşır Makinem Su Isıtmıyor Ve Su Köpürmüyor  Fırınımın Rezidansı Bozuk,Hem çamaşır hem fırınımda büyük sorun yaşıyorum yetkililerin benimle iletişime geçmesini rica ediyorum lütfen. Çamaşır makinem su ısıtmıyor ve köpürmüyor su. Fırınımın ise rezidansının teki çalışmıyor. Şikayetimi daha önce oluşturmuştum iletişime geçilmişti ama sağlık sorunumdan ötürü şehir dışındaydım. Lütfen tekrar iletişime geçilirse sevinirim özellikle çamaşır makinesi servise gidip gelmesine rağmen aynı gerekirse ek ücret verip değiştiririm.
Arçelik Kahve Makinesi Arızalı,Arçelik marka k3400 kahve makinesi aldım. Makinem ara sıra pişirmiyordu sık sık servise götürdüm zor da olsa arızalı olduğuna ikna ettim makinem değişti. Bana verilen makine da 2. Kademede pişirmiyordu. Serviste de kahve yaptım ve pişirmediğini ispat ettim parça değiştirdiklerini söyleyerek verdiler ama hala pişirmiyor. İnanınki yoruldum. Lütfen yardımcı olunuz.
Arçelik Çay Makinesinden Cihaz Kapalı Olmasına Rağmen Cızırtı Geliyor,Arçelik çay makinesini alalı toplam 10 gün oluyor sadece birkaç kez kullandım. Fiş takılıyken cihaz kapalı olmasına rağmen sık aralıklarla kesintili bir şekilde orijinal olmayan şarj adaptörleri gibi cızırtılı bir ses çıkarıyor. Çalışırken olsa belki normal diye düşünülebilir ancak kapalıyken olması tedirgin edici ve bir problem var anlamına geliyor. Ürünü henüz yeni aldığım için ürün değişimi talep ettim ancak önce servis görmeli dediler. Servise gittikten sonra hiçbir sorunu yok diyerek bana herhangi bir servis rapor belgesi de teslim etmeden geri getirdiler ve sorun hala devam ediyor. Karmaşık da değil dümdüz çay makinesinden durup dururken ses çıkıyor olmasında servisin göremeyeceği ne olmuş olabilir anlayamadım. Sorunun çözülmesini ve ürünün değişmesini talep ediyorum. Aldım alalı kullanamadım bile pişman oldum açıkçası.
Arçelik Kurutma Makinesi Kötü Koku Yapıyor,15 gün öncesi kadar Arçelik km 700 markalı kurutma makinesi aldım aldığımda hemen denedim beklediğim gibi değildi çamaşırlarda deterjan kokusu beklerken kötü bir kokuyla çıkıyor filtreleri temiz makinenin bulunduğu ortam sağı solu açık bir yerde duruyor. Müşteri temsilcine sorduğumda bana kapsül kullanmamı söyledi makineyi alıyorsam neden artı kapsül kullanıyorum asla umduğum gibi değil yardımcı olursanız sevinirim Arçelik.
Arçelik Çamaşır Makinem Yıkamıyor,2019 yılında Arçelik'ten aldığım ve 5 yıl garantisi olan çamaşır makinem aldığım günden beri çamaşırlarımı yıkamıyor defalarca kez müşteri hizmetlerini aradım servis yazdırdım ve hiçbiri sorunumuzu çözmedi ne eşimin gömlekleri ne bebeğimin kıyafetleri hiçbir şeyimi yıkamıyorum. Bu üründen de bu firmadan da şikayetçiyim sorunlu bir ürün satmanız yetmediği gibi ürününüzün arkasında da durmadınız. Kurumsal bir firmasınız bu sorunu çözmezseniz her yerde kötülemeye de devam edeceğim.
Arçelik Servis Hizmetinin Gelmemesi,Arçelik servisi randevu verdi 17:00-19:00 arası Şanlıurfa'da yaşıyorum dün sel felaketi yaşadık. Şehir dışına çıkacağım ama hala servisi bekliyoruz daha gelemedi. Müşteri temsilcisinin arıyorum ne zaman gelecekler diye soruyorum en yakın zamanda diyor süre belirtiyorlar. Buzdolabına eşya koyacağız ama hala gelmediler.
Arçelik Çay Makinesi 1.5 Yıl İçinde Dördüncü Kez Bozuldu,14.12.2021 tarihinde Arçelik bayisinden Arçelik makinesi satın adım. 06.09.2022 tarihinde su ısıtma yapmadığı için servise gönderdim. Yapıldı diye gönderdiler. 27.09.2022 tarihinde tekrar bozuldu ve su ısıtmadı. Yine servisi arayıp gönderdim. Yapıldı diye teslim ettiler. 15.12.2022 tarihinde kullanmak istediğimizde yine bozuk olduğunu gördük su işitmiyordu. Artık bundan hayır gelmez diye servisi arayıp ürünün yenisiyle değiştirilmesini talep ettim. Servis tamam ilgilenelim dedi. Fakat 16.12.2022 günü k... Adlı müşteri temsilcisi beni arayarak ürünü değiştirmeyeceklerini yine tamir edip vereceklerini çünkü değişim şartlarını karşılamadığını söyledi. Yine tamir edildiği söylenip teslim edildi. 16.03.2023 tarihinde yine su ısıtma arızası yaptı ve ben yine servisi arayıp değişim talebinde bulundum. Muhtemelen yine değiştirmeyecekler. Arçelik ayıplı malınızı değiştirmediğiniz için sizi tekrar protesto ediyorum etmeye de devam edeceğim.
Arçelik Bulaşık Makinesi Parça Tedariği Yok,Arçelik bulaşık makinemi 24 şubatta servise verdim bugün 16 Mart hala parça beklediklerini söyleyip bir de parçanın 26 martta geleceğini söylüyorlar1 aydan fazla süredir bir makine serviste kalır mı? Üstelik ben bizzat yetkili servis şubesine gidince size geçici bir makine yollayalım dediler gönderdikleri makine de bozuk çıktı böyle bir şey görmedim ben bir daha bedava al deseler Arçelik'ten bir şey almam.
Ürün Değişimi Arçelik Buzdolabı,Deprem de hasar gören buzdolabım hasar var ve içinde koku mevcut buzdolabını hiçbir şekilde kullanılmıyor servis geldi Mersin Mut servisi değişim talep ettim onlar solüsyon kullandılar sözde koku geçer diye ama hiç geçmedi buzdolabının değişimini istiyorum Arçelik.
Arçelik Tek Taraflı Satış İptali,Arçelik'in resmi sitesinden Samsung a5 ®2 telefon siparişi verdim. Ödemesi alınmasına rağmen telefon gönderilmedi. İletişime geçtim ürünü beklerken para iadesi yapıldı. Kanuni ® hakkım olarak satın aldığım ürünü istiyorum. Bu geçen süreçte kaçırılan fırsatlar ve fiyat artışı sebebi ile mağdurum.
Arçelik Ek Garanti Problemi,Arçelik ek garantim olan ürünleri 1 senedir her nasılsa sisteme tanımlayamıyor. Üstelik belgeleriyle faturasıyla ispatladığım halde gerçekten ek garanti aldığınıza emin misiniz?  Gibi saçma ithamlarda bile bulunuldu. Böyle bir firma için satılmış bir ek garantinin sisteme kaydedilmesi nasıl bu kadar zor olabilir.
Arçelik Telve  Az Su Alıyor,Arçelik 2 li su hazneli Telve kahve makinem bir süredir su haznesi yeterince dolu olmasına rağmen az su alıyor ve yaptığım kahveler sürekli yarım kalıyor. 2 kişilik büyük boy fincan seçeneği seçmeme rağmen 2 tane küçük boy fincanı bile doldurmuyor.
Arçelik Ocak Kalitesiz Ve Yedek Parça Ücretleri Uçuk,Yaklaşık 1.5 yıl önce uzun araştırmalarım sonunda yeni evleneceğim için güzel bir ocak arayışındaydım. Bunun neticesinde Arçelik'in ocak 660 d3ws wok gözlü döküm ocağına karar verdim. Ocağımdan da aşırı memnunum fakat döküm ızgara ocak beg'leri ve beg'lerin üzerinde durduğu gri aparatlardan şikayetçiyim. Bana göre kısa bir süre deforme olmaları için uzun ömürlü olması için döküm tercih ettim. Bir de yaşadığım deformeler illaki olacaktır. Fakat bu kadar sürede değil. Griler karardı parlaklığı gitti.Wok olanın metali mat acık griye döndü. Diğer 3 tanesi mat antrasit rengine döndü. Beg'ler'in hepsi matlaştı üzerindeki lekeler çıkmıyor. Arçelik'in temizlik ürününü de denedim. Çıkarmadı. Hele ki döküm ızgaralar feci siyahlığından eser yok. Matlaştı ve beton rengine döndü. Yağladığımda siyah oluyor. Ama döküm yağı emdiğinde yine aynı görüntü. Arçelik servisinden bugün beg'ler beg'i üzerine koyduğumuz metal ve ızgaraların teminini ve fiyatını sordum.Böyle bir fiyat yok. Benim ocağımı aldığım fiyatı bana aksesuarlarına söylüyorsunuz. Biraz vicdan ya. Nasıl bir fiyat politikanız var böyle. Bir fiyat mı olur beg'ler 350 TL (wok beg'i ve etraf halkasını da ayrı fiyatlandırıyorsunuz bir de) beg'lerin oturduğu metaller 355 TL. Gelelim ızgaraya 2 tane ızgara çıkıyor. Bunları da ayrı fiyatlandırmışsınız. Tanesi 750 TL 2 tane alacağım biri yeni biri eski kalmasın diye tabii ki de. Toplam bana 2.205' e geliyor. Aksesuarları ben ocağı almışım 2.700' e. Faturamı da ekliyorum.Öyle sıfır ocakların fiyatını şişirerek bu böyle yürümez. Üzerine bu aksesuarına vereceğim. Fiyatı ilave edip başka marka ocak alacağım. Her şeyimi Arçelik'ten temin ettim. Hem Arçelik'i seviyorum hem de yedek parçası uygun diye. Ama bu kadar da müşterilerinizi saf yerine koyamazsınız. Müşterileriniz varsa varsınız. Bunu unutuyorsunuz. Evet fiyatlar uçtu. Malum Türkiye şartlarında ama bu kadar saf yerine koyamazsınız. Ayrıca eskiden müşteri hizmetleri bilgiliydi. Şimdi ürünlerden bir haberler bunu da bilin.
Arçelik Çamaşır Makinesi Aşırı Ses Sorunu!,"20.05.2021 tarihinde 9123 n beyaz renk çamaşır makinesi aldım ve garantisini uzattım ki iyi ki uzatmışım ürün yaklaşık 2 ay önce kazanındaki problemden dolayı perdelerimde ip çekmesi oldu. Yetkili servis geldi kazan değişti ve bu sorun çözüldü ama makinem anormal şekilde yüksek sesle çalışmaya başladı.
Ayrıca dış kapak ve dış kısmı komple çizik bir şekilde teslim edildi tekrar yetkili servisi çağırdım makine önce evde tamir edildi ve ses bir tık azalmasına rağmen hala normalden fazla tekrar aradım geldiler kapak değişti sonra bir daha aradım bir daha gelindi ve dış kısmı komple değişti ya sayamadım artık evime kaç kez gelindi.
Yepyeni makinem hurdaya döndü rağmen her parçasına bir işlem yapıldı ve hala ses çok yüksek bırakın akşamı gündüz bile çalıştırmak istemiyorum.
Gelip sanki ses normalmiş gibi 1000 devirde çalıştır diyorlar bu makine 1200 devirde ben ister 1200 de ister 600 devirde çalıştırırım değil mi ama en son teknik servis bizim yapacağımız bir şey kalmadı ses devam ederse Tüketici Hakem Heyeti ®'ne gidin dedi ve gitti.
Neredeyse 1 aydır sese alışmaya çalışıyorum ama olmuyor acil çözüm bekliyorum makinenin değişimini istiyorum tamirden anlamayan insanlar tamir ederse makine hurdaya döner sonrada müşteri kaybedersiniz ya bende ısrarla Arçelik alıyorum en sonunda markanızdan vazgeçeceğim lütfen."
Arçelik Z 3293 In Çaycı Arızası,31/07/2022 tarihinde Arçelik z 3293 ın çaycı satın aldım. Kullandıktan 4 sonra evin sigortalarını attırdığı için servise verdim. Yaptık dediler getirdiler. Bir ay bile kullanamadan tekrar aynı problemle tekrar servise gitti değişim yapalım dediler. Tamam dedim fakat benim aldığım ürün yerine ellerinde kalan alt modeli vermek istediler. Kabul etmedim. Benim aldığım ürünle alakası yok. Para iadesi istedim. O zaman da fatura bedeli iade vermek istediler. Ama hayat pahalılığındaki farkı ifade ederek reddettim. Bir sonuca ulaşamadım hala her gün arayıp aynı cümlelerle memnuniyetimin dışında mağdur edilmeye devam ediyorum.
Arçelik Üretim Kaynaklı Buzdolabı Değişimi,3 yıl önce aldığım buzdolabı soğutma yapmıyor garantisi biteli birkaç ay oldu. Servis geldi ve ürünün fabrika ® üretim kaynaklı bir hata olduğunu buzdolabının çöp olduğunu söylüyor. Ertesi gün Arçelik'ten mesaj ürününüz bir alt modelle 5 bin küsur tl'ye değişim olacak. Neden aynı ürün değil çünkü o ürünün üretimi durdurulmuş hatalı olduğu için ve bunun ödemesini müşteriye ödetiyorlar. Neden Arçelik'i tercih edelim o zaman 3 yıl da bir ürün alacaksam. Hatalı üretim olan ürününü emekli olan insana ödetmeye çalışan Arçelik... Gerekli yerlere şikayetlerimi yapıyorum. Bunun peşini bırakmayacağım.
Arçelik Buzdolabının Sesli Çalışması Sorunu,Forum İstanbul AVM Arçelik mağazasından 02.08.2022'de aldığım 570505 eb buzdolabı gürültülü ve sesli çalışıyor. Arçelik şirketi sattığı malın arkasında durmuyor. Gelen servis elemanları ses olduğunu söylüyor ama yüksek değil demektedirler. Evde traktör motorlu buzdolabım var resmen. Bir çözüm üreten yok. Servis istediğimde artık servis veremeyiz diyorlar. Servis açtırıyorum servisi görmezden geliyorlar. Böyle bir saçmalık yok para almaya gelince 5 yıl garanti uzatması yapabiliyorlar ama çözüm yok.
Arçelik Teşhir Ürünü Sıfır Ürün Diye Evime Bırakılması Ve Değişim Yapılmaması,Irmak çeyiz Arçelik bayisinden almış olduğum buzdolabını teşhir ürünü geldi kaç defa genel merkez yetkili bayi servisle defalarca kez görüşme rağmen hala bir çözüm yok. Arçelik gibi bir firma bunu yaparsa diğer küçük şirketler ne yapmaz ben ürünün değiştirilmesini istiyorum sizden çözüm bekliyorum.
Arçelik Lisansı Olan Bayinin Ayıplı Mal Satmasına İlişkin Bir Şikayet,Arçelik firmasının lisans verdiği bir bayi bize 2020 yılında bir çamaşır makinesi sattı. Montaja geldiklerinde 2014 yılında fabrikadan çıktığımı garantisinin olmadığını söylediler. Hemen bayiyi aradık 'öyle şey mi olur biziz garantisi bilmem ne ' diyerek konuyu kapattı. Ürün 6 ay sonra bozuldu motor kartı yanmış durduk yere. Servis geldi ve 1150 lira talep etti. Öğrendik ki cihaz 2016 yılında bir yere montaja gitmiş 2019 da garantisi bitmiş bize de 2020 de satmışlar. Arçelik ısrarla defalarca arayıp garantimizin olduğunu söylüyor. Ki o garantiyide 1 günde 153 gün olarak düzeltip yanlış düzelttiler. Alınan tarihte başlatmışlar. Hem de 2016 da bizim aldığımıza dair bilgileri değiştirmişler. Resmen aklımızla oynuyorlar. Ve hala bu 3. Hafta garanti için dönüş yapıp saçma sapan konuşup ikna edip konuyu kapatmaya çalışıyorlar. Kocaman Arçelik'in düştüğü duruma bak. Bayilerim böyle gariplikleri oluyormuş. Çözün be artık büyükseniz Arçelik!
Arçelik Servis Ödemesi Fazla,Buzdolabım arızalandı. Daha sonra Arçelik servisi ile iletişime geçtim. Buzdolabımın arızası giderildikten sonra 4000 lira tamir ücretini olduğu söylendi ancak Arçelik firması 2495 lira fatura kesimi yapılarak benden 1505 lira fazla fiyat çekilip ödeme yaptırıldı bu ödeme 200 liralık servis ücreti haricindedir.
Arçelik Ürününün Arkasında Dursun Değişim Yapsın Artık!,Arçelik afc 340 b model ankastre fırın aldım 25 Ocak kurulumu yapıldı. O günden beri hiçbir şekilde fırından memnun değiliz. Kitapçığında yazan ve bildiğimiz bütün ayarlarda kek börek deniyoruz hiçbir şekilde pişirmiyor. Kekin içi hamur kalıyor altı pişmiyor sadece üstü pişiyor. Çok kere servis geldi bir çözüme ulaşılmadı. Son olarak servis fırını götürdü ve ölçüm yaptıklarını söylediler yapılan ölçümde fırında bir sıkıntı olmadığını söylediler daha sonra bizde test edilen yere gittik ve servisle beraber pişirme testi yaptık. Börek denedik ama 2 saat geçmesine rağmen böreği pişirmedi ve serviste bir sıkıntı olduğunu söyledi. Ölçümlerde problem çıkmıyor ama pişirmiyor da diye söylediler. Daha sonra fotoğraflayıp bölge müdürlüklerine durumu ilettiklerini ama bölge müdürlüğü değişim olmaz farklı ayarlarda deneyin diye ilettiklerini söylediler. Nasıl bir yol izleyeceğiz anlamadık bizde artık bir çözüme ulaşılmasını ve değişim yapılmasını istiyoruz yıllardır Arçelik kullanıcısıyız ürünün arkasında durmasını bekliyoruz daha 2 ay bile olmadı aldığımız fırın ve hiçbir şekilde çözüme ulaşmıyor. Böyle bir markadan bu şekilde mağduriyet yaşadığımıza inanamıyoruz artık Arçelik’ten bir cevap bekliyoruz.
Zorlu Enerji Ve Arçelik Depremzedelere Yardımcı Olmuyor,Depremden dolayı Malatya'dan Tekirdağ'a yerleştik. Yardımseverlerin sayesinde bir ev bulduk hediye ettikleri eşyalar sayesinde bir düzen kurmaya başladık. Allah hepsinden razı olsun. Belediyenin talimatı ile Zorlu enerji ®den doğal gaz aboneliğimizi de ücretsiz aldık. Gazı açmaya gelecekleri zaman aradılar ve ocak bağlı değilse gazı açamayız dediler. Hediye gelen ocak Arçelik sto 810 e modeli ve tüple çalışıyor. Arçelik servisini aradım ve ocağı çevirtmek istediğimi söyledim. Onlarda gaz yoksa ocağı bağlayamayız dediler. Tekrar Zorlu enerjiye aradım ve durumu açıkladım bizim politikamız böyle diyorlar. Yani bu iki şirketin kendi aralarındaki politika yüzünden biz evimizde soğukta kalıyoruz. Kıyametin ortasından çıkıp geldik ama burada adam gibi yardımcı olmuyor bu iki şirket. Zorlu gelip aboneliğini aldığım gazımı açmazsa şikayetçi olacağım.
Arçelik Çamaşır Makinesi Bozuk Çıktı 9124 N Yeni Seri,Arçelik 9124 n çamaşır makinesi in love yeni serisi satın aldım. Makine aşırı gürültülü ve sarsıntılı çalışma sonrası arızaya geçti ve durulama sıkma yapmadı. Arçelik’i aradık iade veya değişim istedik. Kampanyada 15 gün içinde iade hakkımız da vardı. Maalesef aynı makine için başkalarının şikayetlerine de baktık ve aynı şeyleri biz de yaşadık. Gelen servis elemanı bir şeyler yaptı sorunu çözdüğünü söyledi fakat sorunu çözemedi. Gelen aynı servis elemanını istemememize rağmen aynı elemanı 3 defa gönderdiler. Müşteri ilişkileri departmanı maalesef klasik taktik uygulayarak çözüm yerine çözümsüzlük sunmaktadırlar. Şu anda değişim de istemiyoruz. Koşulsuz olarak iade hakkımızı kullanmak istiyoruz.
Arçelik Derin Dondurucu 2 Defa Servise Gitti 4 Defa Teknisyen Geldi,"Arçelik derin dondurucum soğutmama şikayeti ile 6 Şubat'ta servise götürüldü. 8 Şubat'ta getirdiler fakat yüksek sesle çalışma su akıtma çat çut ses gelmesi şikayeti ile 2 Mart'ta tekrar servis kaydı açtım.Dondurucuyu tekrar boşaltmak zorunda kaldık servise götürdüler. 9 Mart'ta düzeltildi deyip getirdiler. Ama hiçbir değişiklik yoktu yine ses ve su akıtma şikayeti devam ediyordu.
14 Mart'ta tekrar kayıt açtırdım başka teknisyen talep ettim sinirli bir şekilde geldi ne istiyorsun benden diyor sorunumu giderin dedim her şey yapılmış problem yok diyor.Motor dahi değişti diyor. ( servise giderken motorun fotoğrafını çekmiştim hayır değişmedi diyorum ısrarla bana fotoğrafını dahi gösterdi elindeki telefonda. Bendeki fotoğraftan seri numarasını söyledim servisle görüştü falan değişmediğini kabul etmek zorunda kaldı)Su akıttığı yeri gösterdim takır takır ses yapıyordu ben halledeceğim dedi gitti. 15 Mart'ta servis tekrar eve ® geldi sesi bir nebze kesmiş su akıtan yeri bantla sarmış sorun yok malzemelerinizi dolaba koyabilirsiniz boş çalışmasın demiş gitmiş.Bugün Samsun merkezden Atakum'daki evime bir yakınımın dolabındaki malzemeleri tekrar getirip yerleştirdim ne göreyim yer ıslak teknisyenin banladığı yerden akıtıyor fotoğraf ekte.
Marka diye aldığımız Arçelik pişmanlığımız oldu çalıştığınız servisler müşterinizle dalga geçiyor sanki biz yalandan şikayet oluşturuyoruz.Benim dolabım tıka basa dolu ne olacak şimdi tekrar mı servise götürülecek dolap ® ben içindeki malzemeleri tekrar mı taşıyacağım Atakum'dan Samsun'a.2 defa alıp götürdüler değişen bir şey yok 3. Defada mı alacaksınız dolabı servise sorunumun bir daha tekrar etmeyecek şekilde giderilmesini talep ediyorum."
Arçelik Su Sebili Kampanya Kapsamında,Erdemli ilçesinde polatlar bayisinden sebil aldım ürün hala teslim edilmedi.Kampanyalı olan ürün parasını ödedim. Şimdi kargo yok parayı iade edelim zam geldi diyorlar.Bu etik değil ben de kabul etmedim. Hala haber bekliyorum ürünümü alamadım. Lütfen sorunumu çözün mağdur oldum.
Arçelik Bulaşık Makinesi Hasarlı Geldi,Hepsiburada üzerinden 15 Mart tarihinde Arçelik 6144 Bulaşık makinesi aldım. Ürün nakliye sırasında hasarlı geldi. Arçelik çağrı merkezini aradığımda sorunu anlattım firmayla ya da kargoyla görüşmeme gerek var mı dediğimde hayır bizim üzerimizden ilerleyecek dendi. İlk ekip önce servis raporu tuttu ® bugün ikinci ekip gelip size yanlış bilgi verilmiş firmayla iletişime geçip ürünü onların alması gerektiğini bildirdi. Israrla çağrı merkezine sorduğumda onların üstünden ilerleme sürecek denildi. Şimdi burada mağdur olan zamanı kaybolan benim. Arçelik bu ürünü X firması yapsada değiştiremiyor mu?
Arçelik Değişim Talebimin Haksız Reddedilmesi!,Ekran arızası veren Arçelik A49 L9683 5S Smart TV ® mi yedek parça temin edilemediğinden A50 c 865 b model yeni bir cihazla 6250 TL karşılığında değiştirebilecekleri bilgisi 08.03.2023'de tarafıma SMS olarak geldi. '' ''İnternet üzerinden'' alım işlemini tamamladım. TV gelince inceleme fırsatım oldu ve son derece yetersiz bir cihaz olduğunu görünce üst model ile farkını ödeyerek değişim talebimi ilettim. Cevaben bana cihazı ''görerek aldığımı'' hayır deyince de genel müdürlükten arayan bir yetkili personel eski TV ile değişim olduğundan yeni model bilgisini SMS ile gönderdiklerini ve iyi incelemem gerektiğini bu yüzden talebimin reddedildiğini söyledi. Gelen SMS de iade ve değişim yapılamayacağı ve iyi incelemem gerektiği uyarısı yoktu. Açıkça net bir şekilde beni değişim iade konularında uyarmadıkları ve satış internet üzerinden olduğu için 14 günlük koşulsuz iade hakkımın olduğunu biliyor olmakla beraber bu yanıltıcı hareketler ile ellerindeki eski teknoloji Smart TV'yi satma çabası koskoca Arçelik firmasına yakışmadı. Kanuni ® yollar lehime ve açık olmasına rağmen bu zihniyetteki firma için daha fazla zaman ve para harcamayacağım. Bunları yazarken firmadan hiçbir beklentim yok sadece tüketicileri uyarmak maksadı ile yazıyorum. Hayatım boyunca bir daha asla Arçelik ve markalarından ürün almayacak ve aldırmayacağım. Bu benim için maddi ve manevi olarak tatmin edici bir davranış.
